序号,单词
248,rise
249,pay
250,hamburger
251,twentieth
252,include
253,marriage
254,famous
255,seventy
256,worry
257,herself
258,human
259,idea
260,big
261,lose
262,library
263,purse
264,feed
265,village
266,hospital
267,subway
268,wish
269,magazine
270,belong
271,Australia
272,understand
273,southeast
274,seem
275,classmate
276,blackboard
277,scientist
278,cook
279,dog
280,share
281,through
282,bill
283,of
284,possibly
285,noon
286,camp
287,mountain
288,quarter
289,used
290,task
291,Atlantic
292,aggressive
293,chest
294,catch
295,away
296,immediately
297,circle
298,borrow
299,oneself
300,natural
301,lucky
302,woman
303,eleventh
304,poem
305,remain
306,everybody
307,they
308,immediately
309,form
310,manager
311,anything
312,himself
313,those
314,only
315,never
316,themselves
317,refrigerator
318,state
319,mean
320,reply
321,way
322,lab
323,proper
324,climb
325,sixteen
326,advantage
327,tour
328,host
329,winner
330,stomach
331,Paris
332,course
333,tonight
334,singular
335,servant
336,popcorn
337,anymore
338,or
339,cheat
340,fact
341,taste
342,master
343,fiction
344,rope
345,prepare
346,pioneer
347,fall
348,thank
349,better
350,celebrate
351,television
352,job
353,salad
354,cousin
355,fan
356,cabbage
357,kitchen
358,knowledge
359,peace
360,us
361,flat
362,worst
363,old
364,realize
365,theater
366,push
367,soap
368,knee
369,tall
370,Saturday
371,luck
372,outgoing
373,along
374,sun
375,handbag
376,humorous
377,everybody
378,kick
379,lunch
380,aunt
381,zoo
382,poor
383,lively
384,operate
385,farmer
386,dangerous
387,duck
388,mind
389,gift
390,recite
391,maybe
392,discuss
393,planet
394,tomorrow
395,one
396,Yang
397,two
398,original
399,whale
400,tooth
401,season
402,statement
403,tongue
404,dumpling
405,rock
406,daughter
407,meeting
408,weather
409,player
410,half
411,phrase
412,lemonade
413,disturb
414,period
415,check
416,ten
417,snake
418,moment
419,toward
420,into
421,educate
422,season
423,India
424,effort
425,clothing
426,watch
427,quiet
428,offer
429,plane
430,math
431,stranger
432,hair
433,true
434,ninth
435,not
436,open
437,calm
438,cold
439,French
440,knee
441,lamp
442,help
443,left
444,once
445,gun
446,off
447,license
448,first
449,advertisement
450,set
451,everyone
452,active
453,tea
454,eighteen
455,worry
456,warm
457,story
458,field
459,mother
460,avenue
461,like
462,send
463,boss
464,engineer
465,where
466,subject
467,way
468,forbid
469,upstairs
470,race
471,adult
472,everything
473,junk
474,table
475,camp
476,bush
477,survey
478,put
479,but
480,countryside
481,skill
482,hope
483,business
484,kangaroo
485,helpful
486,lady
487,wood
488,ninety
489,visitor
490,stay
491,November
492,volleyball
493,steel
494,town
495,green
496,honey
497,pull
498,modest
499,let
500,hello
501,fruit
502,other
503,coin
504,song
505,fashion
506,sandwich
507,because
508,hate
509,fool
510,native
511,pear
512,downstairs
513,lonely
514,future
515,pork
516,Chinese
517,upon
518,medicine
519,comfortable
520,planet
521,star
522,high
523,sister
524,anyway
525,music
526,flat
527,mail
528,sweet
529,sort
530,allow
531,cream
532,satisfy
533,praise
534,answer
535,noon
536,if
537,equipment
538,daily
539,meat
540,Australia
541,eighty
542,price
543,traffic
544,except
545,nearly
546,professional
547,wake
548,certain
549,parrot
550,bank
551,meal
552,January
553,so
554,son
555,term
556,fine
557,total
558,drop
559,whole
560,mention
561,bathroom
562,finish
563,primary
564,positive
565,behind
566,obey
567,stone
568,sing
569,sand
570,sport
571,sound
572,bowl
573,word
574,window
575,free
576,rock
577,heel
578,helicopter
579,tower
580,happy
581,prevent
582,three
583,October
584,day
585,animal
586,permission
587,push
588,electric
589,butterfly
590,passport
591,direct
592,pronounce
593,railway
594,an
595,slipper
596,pencil
597,noodle
598,part
599,when
600,follow
601,warn
602,menu
603,foreigner
604,allow
605,bill
606,able
607,receive
608,might
609,park
610,hospital
611,daily
612,kind
613,place
614,out
615,hold
616,rabbit
617,chance
618,library
619,gentleman
620,past
621,review
622,decision
623,wet
624,behaviour
625,album
626,autograph
627,can
628,concentrate
629,also
630,pioneer
631,because
632,food
633,expensive
634,rose
635,fry
636,brown
637,front
638,rain
639,strange
640,every
641,else
642,attitude
643,excellent
644,bank
645,raincoat
646,too
647,American
648,sausage
649,wind
650,treatment
651,wide
652,action
653,butter
654,age
655,unfriendly
656,stomach
657,five
658,London
659,advice
660,cool
661,museum
662,ours
663,about
664,yours
665,insect
666,sunny
667,west
668,draw
669,thirty
670,available
671,telephone
672,and
673,dinner
674,skate
675,socks
676,friend
677,importance
678,drive
679,healthy
680,tale
681,start
682,attempt
683,bee
684,bear
685,want
686,awful
687,Internet
688,blue
689,trust
690,geography
691,laboratory
692,size
693,movie
694,write
695,leg
696,polite
697,guest
698,middle
699,soldier
700,four
701,among
702,mother
703,few
704,show
705,jazz
706,uniform
707,chair
708,enemy
709,bread
710,everything
711,thirty
712,store
713,sixth
714,sail
715,symphony
716,fever
717,comfortable
718,shy
719,touch
720,photo
721,computer
722,chocolate
723,for
724,breathe
725,every
726,jump
727,fair
728,best
729,smile
730,bridge
731,fish
732,elephant
733,sugar
734,shout
735,learn
736,hen
737,nurse
738,recite
739,sixty
740,yellow
741,super
742,body
743,hard
744,pen
745,trouble
746,iron
747,bridge
748,instead
749,anyone
750,celebrate
751,shirt
752,onion
753,river
754,theatre
755,address
756,sight
757,man
758,any
759,holiday
760,ham
761,society
762,semester
763,holiday
764,boring
765,call
766,impossible
767,page
768,is
769,produce
770,page
771,jeans
772,thrill
773,there
774,line
775,real
776,earth
777,computer
778,full
779,unless
780,western
781,you
782,need
783,supper
784,dinner
785,scary
786,July
787,invent
788,room
789,tennis
790,sweet
791,wood
792,course
793,shoulder
794,treatment
795,what
796,plant
797,round
798,follow
799,safe
800,perhaps
801,word
802,expect
803,around
804,ship
805,tree
806,lonely
807,creature
808,wise
809,face
810,thirteen
811,surf
812,diary
813,decide
814,wish
815,uncle
816,the
817,welcome
818,watermelon
819,delicious
820,house
821,with
822,story
823,lift
824,able
825,unimportant
826,robot
827,sink
828,health
829,sofa
830,daughter
831,need
832,airplane
833,film
834,someone
835,whom
836,China
837,become
838,ticket
839,dentist
840,mouse
841,work
842,wonderful
843,you
844,though
845,enjoy
846,rich
847,own
848,tourist
849,lay
850,somewhere
851,information
852,silence
853,look
854,both
855,lend
856,product
857,prize
858,miss
859,speech
860,coke
861,dirty
862,drug
863,spider
864,headache
865,sure
866,zoo
867,act
868,mention
869,chairman
870,farm
871,boil
872,resolution
873,east
874,truth
875,person
876,complete
877,communication
878,mirror
879,courage
880,ache
881,bottom
882,dear
883,furniture
884,pronoun
885,far
886,drum
887,model
888,water
889,nor
890,magazine
891,accent
892,sister
893,feeling
894,trip
895,laugh
896,flu
897,popular
898,supply
899,rich
900,donate
901,waste
902,jacket
903,this
904,ring
905,near
906,pair
907,kick
908,anxious
909,shock
910,thing
911,banana
912,traffic
913,soup
914,reply
915,wound
916,dislike
917,shirt
918,left
919,relax
920,metal
921,perfect
922,how
923,Saturday
924,get
925,enter
926,lead
927,standard
928,total
929,advertisement
930,husband
931,birth
932,pro
933,inside
934,windy
935,sit
936,over
937,cookie
938,handbag
939,success
940,bottle
941,huge
942,join
943,example
944,ink
945,raincoat
946,rat
947,again
948,busy
949,unhappy
950,bye
951,down
952,game
953,difference
954,connect
955,area
956,card
957,whom
958,ourselves
959,twice
960,whale
961,station
962,stair
963,pity
964,Asia
965,hot
966,twelfth
967,bottle
968,stamp
969,company
970,six
971,hundred
972,may
973,classroom
974,kid
975,bed
976,desk
977,casually
978,deep
979,right
980,shop
981,sixth
982,quite
983,February
984,seven
985,people
986,decide
987,northern
988,joy
989,calculator
990,whenever
991,cow
992,question
993,education
994,hurry
995,riddle
996,Japanese
997,promise
998,review
999,science
1000,nature
1001,dry
1002,carry
1003,message
1004,serve
1005,ticket
1006,handsome
1007,business
1008,everyone
1009,favorite
1010,new
1011,toast
1012,much
1013,yogurt
1014,creative
1015,those
1016,clever
1017,bright
1018,travel
1019,keen
1020,your
1021,rain
1022,during
1023,somebody
1024,soldier
1025,flag
1026,eraser
1027,start
1028,bus
1029,newspaper
1030,fresh
1031,punish
1032,born
1033,rubbish
1034,pride
1035,throw
1036,necessary
1037,authority
1038,explain
1039,infinitive
1040,fill
1041,add
1042,plane
1043,nervous
1044,spread
1045,common
1046,flower
1047,market
1048,dark
1049,seem
1050,city
1051,enough
1052,weather
1053,future
1054,training
1055,storm
1056,assistant
1057,polite
1058,round
1059,bear
1060,Mr.
1061,drop
1062,even
1063,cross
1064,change
1065,full
1066,champion
1067,year
1068,hardly
1069,serious
1070,skate
1071,OK
1072,all
1073,teenager
1074,Christmas
1075,period
1076,indoors
1077,chairman
1078,example
1079,clear
1080,easy
1081,strict
1082,lift
1083,chair
1084,by
1085,culture
1086,alone
1087,temperature
1088,ill
1089,dark
1090,terrorist
1091,activity
1092,engineer
1093,very
1094,district
1095,row
1096,since
1097,soon
1098,experiment
1099,restaurant
1100,orange
1101,important
1102,fly
1103,mysterious
1104,really
1105,deal
1106,collect
1107,discussion
1108,joke
1109,until
1110,fair
1111,usual
1112,afternoon
1113,zero
1114,by
1115,treasure
1116,however
1117,Indian
1118,stage
1119,repair
1120,railway
1121,fifty
1122,belt
1123,low
1124,invite
1125,nod
1126,support
1127,none
1128,refuse
1129,Mars
1130,its
1131,father
1132,cry
1133,energy
1134,yes
1135,frustrate
1136,raise
1137,illness
1138,drink
1139,twenty
1140,sign
1141,attendant
1142,blank
1143,cut
1144,ear
1145,purple
1146,population
1147,character
1148,thirsty
1149,box
1150,hunger
1151,separate
1152,insist
1153,lake
1154,pardon
1155,rapid
1156,ago
1157,group
1158,rabbit
1159,dear
1160,sound
1161,what
1162,summer
1163,low
1164,elder
1165,heart
1166,tall
1167,January
1168,before
1169,goat
1170,recent
1171,partner
1172,salad
1173,cover
1174,cat
1175,fail
1176,mark
1177,particular
1178,art
1179,pour
1180,beard
1181,dull
1182,score
1183,dig
1184,steal
1185,rush
1186,clock
1187,hometown
1188,silent
1189,head
1190,neither
1191,top
1192,shower
1193,office
1194,parent
1195,minute
1196,communicate
1197,swim
1198,useless
1199,pierce
1200,a
1201,while
1202,percent
1203,produce
1204,fail
1205,number
1206,beautiful
1207,pleasure
1208,Chinese
1209,relative
1210,custom
1211,small
1212,sentence
1213,modern
1214,aid
1215,fourth
1216,noise
1217,sun
1218,although
1219,as
1220,tie
1221,furry
1222,biology
1223,somebody
1224,nose
1225,officer
1226,side
1227,language
1228,red
1229,square
1230,ability
1231,show
1232,night
1233,asleep
1234,me
1235,talk
1236,trousers
1237,quarter
1238,note
1239,break
1240,ink
1241,rule
1242,meal
1243,tiny
1244,edge
1245,hide
1246,hobby
1247,he
1248,eye
1249,choose
1250,strong
1251,village
1252,quality
1253,shut
1254,competition
1255,snake
1256,to
1257,wonder
1258,myself
1259,risk
1260,his
1261,god
1262,lion
1263,pride
1264,address
1265,relax
1266,white
1267,bed
1268,eight
1269,whatever
1270,like
1271,candy
1272,shoe
1273,brush
1274,dead
1275,clean
1276,song
1277,shop
1278,rope
1279,pull
1280,can
1281,month
1282,chop
1283,captain
1284,pink
1285,kiss
1286,take
1287,alright
1288,result
1289,accessory
1290,each
1291,regret
1292,run
1293,sure
1294,forward
1295,clone
1296,old
1297,absent
1298,stamp
1299,volunteer
1300,deaf
1301,sorry
1302,tree
1303,clerk
1304,flu
1305,note
1306,OK
1307,labor
1308,little
1309,so
1310,neither
1311,part
1312,Christmas
1313,August
1314,scene
1315,toy
1316,us
1317,face
1318,object
1319,die
1320,beautiful
1321,yesterday
1322,dog
1323,homework
1324,pack
1325,our
1326,beat
1327,house
1328,bedroom
1329,warm
1330,disease
1331,girl
1332,breakfast
1333,head
1334,succeed
1335,tower
1336,usual
1337,tasty
1338,couple
1339,ugly
1340,ability
1341,race
1342,bored
1343,article
1344,supermarket
1345,only
1346,scarf
1347,under
1348,my
1349,university
1350,boat
1351,fight
1352,position
1353,autumn
1354,reveal
1355,balance
1356,paper
1357,hers
1358,fetch
1359,centre
1360,cotton
1361,meaning
1362,etiquette
1363,screen
1364,pair
1365,clear
1366,housework
1367,gentle
1368,major
1369,their
1370,tiger
1371,dare
1372,successful
1373,divide
1374,sight
1375,car
1376,math
1377,save
1378,symbol
1379,besides
1380,foreign
1381,December
1382,dormitory
1383,photograph
1384,trade
1385,death
1386,luck
1387,four
1388,sweater
1389,brave
1390,retell
1391,April
1392,sky
1393,third
1394,shell
1395,complete
1396,music
1397,leader
1398,industry
1399,penny
1400,pass
1401,mall
1402,watermelon
1403,coast
1404,finger
1405,field
1406,cross
1407,kitchen
1408,mistake
1409,fix
1410,hometown
1411,I
1412,helpful
1413,candy
1414,granddaughter
1415,cup
1416,mirror
1417,believe
1418,dictionary
1419,repeat
1420,agent
1421,money
1422,service
1423,lost
1424,happen
1425,punish
1426,national
1427,litter
1428,street
1429,bee
1430,pupil
1431,count
1432,baby
1433,rapid
1434,madam
1435,improve
1436,Monday
1437,young
1438,agree
1439,mend
1440,outside
1441,chance
1442,specially
1443,taste
1444,double
1445,experience
1446,underground
1447,eraser
1448,clean
1449,into
1450,wise
1451,tail
1452,prefer
1453,lady
1454,behind
1455,plain
1456,world
1457,write
1458,zigzag
1459,someone
1460,land
1461,in
1462,invent
1463,single
1464,birth
1465,watch
1466,bird
1467,chant
1468,knock
1469,excite
1470,moment
1471,festival
1472,skin
1473,cute
1474,something
1475,too
1476,type
1477,project
1478,eighth
1479,October
1480,block
1481,pleasant
1482,piano
1483,lazy
1484,though
1485,them
1486,taxi
1487,proud
1488,death
1489,hat
1490,strict
1491,everyday
1492,line
1493,rent
1494,tie
1495,basketball
1496,postcard
1497,steam
1498,popularity
1499,ache
1500,bookcase
1501,cabbage
1502,rice
1503,potato
1504,increase
1505,newspaper
1506,hole
1507,sour
1508,create
1509,night
1510,law
1511,must
1512,alive
1513,kilo
1514,garden
1515,purse
1516,worker
1517,carrot
1518,queue
1519,memory
1520,misleading
1521,report
1522,fork
1523,pupil
1524,northern
1525,just
1526,difficult
1527,boy
1528,cover
1529,perform
1530,factory
1531,England
1532,barbecue
1533,I
1534,space
1535,twelfth
1536,dismiss
1537,servant
1538,share
1539,same
1540,depend
1541,nervous
1542,relation
1543,almost
1544,swing
1545,ball
1546,chip
1547,stream
1548,legend
1549,joy
1550,silk
1551,flight
1552,could
1553,child
1554,surprise
1555,manner
1556,table
1557,dialogue
1558,fit
1559,home
1560,sense
1561,November
1562,fire
1563,mind
1564,violin
1565,very
1566,battery
1567,remain
1568,imagine
1569,cola
1570,cat
1571,potato
1572,tiger
1573,anywhere
1574,upset
1575,another
1576,ten
1577,Friday
1578,neck
1579,close
1580,fifth
1581,him
1582,fourteen
1583,teacher
1584,nobody
1585,team
1586,score
1587,postcard
1588,friendship
1589,standard
1590,towards
1591,other
1592,president
1593,expensive
1594,unit
1595,term
1596,worse
1597,relation
1598,tomato
1599,salt
1600,housework
1601,ruler
1602,person
1603,airplane
1604,meet
1605,invite
1606,ago
1607,homeless
1608,fork
1609,pretend
1610,time
1611,soup
1612,wall
1613,list
1614,communicate
1615,machine
1616,couple
1617,even
1618,name
1619,money
1620,Internet
1621,late
1622,kiss
1623,pleasure
1624,later
1625,hurry
1626,Russia
1627,university
1628,sentence
1629,lock
1630,garage
1631,beyond
1632,student
1633,writer
1634,London
1635,fifteen
1636,sleep
1637,wine
1638,eleven
1639,depend
1640,sale
1641,somewhere
1642,Asia
1643,last
1644,Japan
1645,abroad
1646,free
1647,well
1648,mountain
1649,fish
1650,clothes
1651,honest
1652,fantastic
1653,club
1654,college
1655,suggestion
1656,baby
1657,yet
1658,tired
1659,remember
1660,coffee
1661,offer
1662,family
1663,yard
1664,fly
1665,list
1666,often
1667,serious
1668,distance
1669,reason
1670,role
1671,nice
1672,and
1673,general
1674,football
1675,picnic
1676,personal
1677,shoe
1678,back
1679,sometimes
1680,victory
1681,oil
1682,big
1683,regard
1684,notebook
1685,door
1686,tragedy
1687,Canada
1688,banana
1689,president
1690,fifteenth
1691,aloud
1692,down
1693,wave
1694,common
1695,always
1696,yellow
1697,heaven
1698,bit
1699,few
1700,toy
1701,exhibition
1702,unless
1703,cruel
1704,separate
1705,sky
1706,art
1707,path
1708,transportation
1709,test
1710,medium
1711,traditional
1712,chemistry
1713,online
1714,pollution
1715,forward
1716,copy
1717,century
1718,theirs
1719,unfamiliar
1720,camera
1721,huge
1722,bike
1723,motorcycle
1724,bright
1725,honest
1726,prediction
1727,pool
1728,route
1729,each
1730,clever
1731,dozen
1732,weak
1733,physics
1734,complain
1735,short
1736,fit
1737,birthday
1738,influence
1739,grandson
1740,should
1741,picture
1742,comment
1743,giraffe
1744,anywhere
1745,idea
1746,traditional
1747,eight
1748,build
1749,save
1750,kite
1751,sick
1752,science
1753,cost
1754,firm
1755,if
1756,final
1757,underwater
1758,succeed
1759,building
1760,speech
1761,staff
1762,fruit
1763,without
1764,treat
1765,schoolwork
1766,marriage
1767,pool
1768,require
1769,practice
1770,diet
1771,Europe
1772,especially
1773,notice
1774,exam
1775,seventeenth
1776,time
1777,club
1778,pear
1779,x-ray
1780,crayon
1781,spotlight
1782,cousin
1783,true
1784,policy
1785,own
1786,exercise
1787,wheat
1788,rainy
1789,rather
1790,blue
1791,madam
1792,high
1793,shake
1794,fill
1795,cake
1796,dance
1797,help
1798,aunt
1799,leaf
1800,cage
1801,however
1802,elevator
1803,southern
1804,already
1805,encourage
1806,success
1807,may
1808,angry
1809,count
1810,material
1811,conversation
1812,enough
1813,something
1814,deal
1815,enter
1816,hope
1817,patient
1818,tape
1819,camera
1820,Australian
1821,improve
1822,smooth
1823,fast
1824,heaven
1825,store
1826,taxi
1827,which
1828,real
1829,cheese
1830,cheer
1831,fax
1832,plastic
1833,fantastic
1834,sorry
1835,case
1836,problem
1837,ancient
1838,symbol
1839,honor
1840,turkey
1841,fine
1842,look
1843,anybody
1844,tidy
1845,poor
1846,last
1847,whenever
1848,hear
1849,activity
1850,nineteen
1851,musician
1852,fear
1853,center
1854,join
1855,hard
1856,place
1857,plate
1858,church
1859,news
1860,recorder
1861,our
1862,wonderful
1863,task
1864,film
1865,price
1866,nature
1867,waste
1868,dad
1869,America
1870,soft
1871,king
1872,class
1873,least
1874,France
1875,order
1876,sandwich
1877,then
1878,happy
1879,angry
1880,long
1881,them
1882,behave
1883,yourselves
1884,floor
1885,small
1886,restaurant
1887,tourist
1888,interest
1889,talk
1890,plastic
1891,window
1892,realistic
1893,disabled
1894,strategy
1895,describe
1896,wife
1897,machine
1898,toothache
1899,spring
1900,car
1901,breath
1902,wallet
1903,shame
1904,centre
1905,pie
1906,control
1907,compare
1908,wear
1909,force
1910,autumn
1911,chalk
1912,cent
1913,disturb
1914,trip
1915,hand
1916,wealth
1917,glad
1918,continue
1919,singer
1920,from
1921,pond
1922,supper
1923,monkey
1924,less
1925,license
1926,wealth
1927,unusual
1928,coin
1929,solid
1930,dry
1931,along
1932,government
1933,dare
1934,paint
1935,today
1936,arm
1937,do
1938,conference
1939,postman
1940,passage
1941,horse
1942,tiny
1943,hall
1944,either
1945,surface
1946,biscuit
1947,continue
1948,cancel
1949,feature
1950,no
1951,swimming
1952,shout
1953,bamboo
1954,Wednesday
1955,convenient
1956,elbow
1957,hand
1958,speak
1959,stick
1960,walk
1961,should
1962,color
1963,large
1964,sweep
1965,language
1966,bit
1967,weigh
1968,date
1969,member
1970,hen
1971,chase
1972,fridge
1973,snow
1974,double
1975,thousand
1976,basket
1977,provide
1978,floor
1979,doubt
1980,final
1981,CD
1982,arrive
1983,appointment
1984,wide
1985,discuss
1986,prison
1987,local
1988,give
1989,band
1990,March
1991,be
1992,peace
1993,moon
1994,past
1995,across
1996,metal
1997,until
1998,operation
1999,fence
2000,health
2001,rule
2002,she
2003,sugar
2004,balloon
2005,bowl
2006,screen
2007,panda
2008,slice
2009,wait
2010,friend
2011,challenge
2012,video
2013,shine
2014,lion
2015,surprise
2016,him
2017,spoon
2018,class
2019,wing
2020,unable
2021,public
2022,city
2023,airline
2024,whose
2025,the
2026,air
2027,crazy
2028,turn
2029,press
2030,excellent
2031,winter
2032,drum
2033,change
2034,hungry
2035,Russian
2036,postman
2037,accident
2038,duty
2039,pretty
2040,thief
2041,use
2042,out
2043,stream
2044,recipe
2045,speaker
2046,grammar
2047,regret
2048,Japan
2049,before
2050,sea
2051,text
2052,chocolate
2053,brother
2054,that
2055,ask
2056,of
2057,rush
2058,lookout
2059,sour
2060,safety
2061,examine
2062,chopsticks
2063,cent
2064,dirty
2065,fix
2066,all
2067,nor
2068,cheese
2069,upstairs
2070,hardly
2071,already
2072,afraid
2073,spirit
2074,chat
2075,whose
2076,gallery
2077,train
2078,hungry
2079,society
2080,at
2081,girlfriend
2082,weight
2083,accident
2084,microwave
2085,weekend
2086,bow
2087,move
2088,that
2089,mad
2090,how
2091,island
2092,spoken
2093,rice
2094,Thursday
2095,sofa
2096,whether
2097,through
2098,rude
2099,mix
2100,box
2101,whatever
2102,five
2103,dialogue
2104,have
2105,interesting
2106,advise
2107,fifth
2108,opposite
2109,dish
2110,stand
2111,often
2112,outstanding
2113,march
2114,pick
2115,advice
2116,try
2117,several
2118,just
2119,print
2120,object
2121,animal
2122,must
2123,pencil
2124,mail
2125,palace
2126,or
2127,trust
2128,bread
2129,burn
2130,earthquake
2131,criticize
2132,shy
2133,top
2134,difficulty
2135,open
2136,smile
2137,camel
2138,number
2139,black
2140,edge
2141,social
2142,town
2143,suppose
2144,imagine
2145,injure
2146,medical
2147,pressure
2148,foot
2149,food
2150,third
2151,teacher
2152,possible
2153,bell
2154,crowd
2155,fifty
2156,extra
2157,turtle
2158,juice
2159,second
2160,beef
2161,cool
2162,war
2163,ninth
2164,jeans
2165,reach
2166,finish
2167,iron
2168,ever
2169,pilot
2170,European
2171,method
2172,prison
2173,boss
2174,strange
2175,thirteenth
2176,forty
2177,umbrella
2178,between
2179,feel
2180,call
2181,oak
2182,bell
2183,cough
2184,not
2185,bother
2186,discover
2187,strong
2188,on
2189,rose
2190,elementary
2191,soccer
2192,ton
2193,pocket
2194,queen
2195,return
2196,English
2197,stone
2198,meaning
2199,up
2200,value
2201,shoot
2202,careful
2203,sauce
2204,game
2205,modern
2206,plenty
2207,Wheel
2208,September
2209,same
2210,board
2211,kilometer
2212,scientific
2213,special
2214,since
2215,ourselves
2216,court
2217,its
2218,sea
2219,dress
2220,pink
2221,wife
2222,overcoat
2223,situation
2224,wall
2225,conjunction
2226,private
2227,weak
2228,confident
2229,butter
2230,national
2231,disappointing
2232,shorts
2233,thing
2234,absent
2235,late
2236,doctor
2237,bottom
2238,drawer
2239,sad
2240,underground
2241,everywhere
2242,net
2243,today
2244,near
2245,here
2246,chicken
2247,ton
2248,else
2249,college
2250,forest
2251,deep
2252,storm
2253,both
2254,hill
2255,wild
2256,we
2257,seventh
2258,to
2259,twelve
2260,diary
2261,frog
2262,farm
2263,next
2264,crazy
2265,these
2266,basket
2267,airline
2268,teach
2269,search
2270,gold
2271,excite
2272,my
2273,for
2274,golden
2275,lie
2276,than
2277,purple
2278,second
2279,friendly
2280,consider
2281,red
2282,after
2283,bicycle
2284,would
2285,playground
2286,finger
2287,breakfast
2288,school
2289,appear
2290,treasure
2291,costume
2292,percent
2293,joke
2294,duck
2295,worth
2296,blackboard
2297,map
2298,warn
2299,useful
2300,whole
2301,under
2302,spell
2303,lunch
2304,husband
2305,environment
2306,war
2307,hurt
2308,this
2309,Europe
2310,foreign
2311,monkey
2312,style
2313,argue
2314,still
2315,present
2316,lot
2317,queen
2318,side
2319,industry
2320,next
2321,attention
2322,ever
2323,solve
2324,radio
2325,aim
2326,movie
2327,leave
2328,lighting
2329,uncle
2330,till
2331,century
2332,member
2333,adj.
2334,candle
2335,father
2336,island
2337,mad
2338,collect
2339,minute
2340,point
2341,it
2342,hundred
2343,control
2344,video
2345,heart
2346,bag
2347,capital
2348,enemy
2349,work
2350,cooker
2351,international
2352,print
2353,search
2354,none
2355,mine
2356,proper
2357,light
2358,peel
2359,smart
2360,danger
2361,could
2362,body
2363,Jew
2364,provide
2365,instance
2366,schoolbag
2367,some
2368,dish
2369,noodle
2370,funny
2371,school
2372,talent
2373,cause
2374,state
2375,fire
2376,building
2377,doll
2378,similar
2379,repair
2380,province
2381,zero
2382,pancake
2383,repeat
2384,praise
2385,environment
2386,awake
2387,lesson
2388,straight
2389,company
2390,tool
2391,such
2392,cinema
2393,play
2394,corner
2395,hour
2396,blow
2397,guess
2398,result
2399,Monday
2400,concert
2401,strawberry
2402,inside
2403,coach
2404,morning
2405,tense
2406,flag
2407,seal
2408,height
2409,lead
2410,award
2411,hate
2412,bulb
2413,passenger
2414,eighth
2415,park
2416,fox
2417,year
2418,lamb
2419,in
2420,require
2421,pop
2422,milk
2423,ball
2424,fun
2425,study
2426,river
2427,medical
2428,probably
2429,please
2430,form
2431,vegetable
2432,sir
2433,till
2434,happen
2435,ceiling
2436,coal
2437,condition
2438,design
2439,touch
2440,walk
2441,unhealthy
2442,sudden
2443,pie
2444,cup
2445,empty
2446,egg
2447,wet
2448,population
2449,earth
2450,then
2451,ant
2452,least
2453,influence
2454,up
2455,correct
2456,jungle
2457,excuse
2458,long
2459,granny
2460,who
2461,lock
2462,telephone
2463,south
2464,thirteen
2465,agree
2466,stairs
2467,Friday
2468,coach
2469,sock
2470,toothbrush
2471,meter
2472,elder
